Camera Deployment Name,Latitude,Longitude,Duration,American Beaver,American Black Bear,American Mink,American Red Squirrel,Animal Not On List,Bicycle,Blue Jay,Bobcat,Calibration Photos,Camera Misfire,Camera Trapper,Cotton Rat,Coyote,Crow or Raven,Domestic Cat,Domestic Cow,Domestic Dog,Domestic Horse,Eastern Chipmunk,Eastern Cottontail,Eastern Fox Squirrel,Eastern Gray Squirrel,Eastern Spotted Skunk,Eastern Woodrat,Fisher,Flying Squirrel species,Gray Fox,"Human, non staff",Long-tailed Weasel,No Animal,Northern Bobwhite,Northern Flying Squirrel,Northern Raccoon,Red Fox,River Otter,Ruffed Grouse,Southern Flying Squirrel,Striped Skunk,Time Lapse,Turkey Vulture,Unknown Animal,Unknown Bird,Unknown Canine,Unknown Carnivore,Unknown Feline,Unknown Fox,Unknown mouse or rat,Unknown Owl,Unknown Squirrel,Unknown Weasel,Vehicle,Virginia Opossum,White-tailed Deer,Wild Boar,Wild Turkey,Woodchuck
Schenck 3c,35.81693,-78.73252,8.504861111,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,8,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Schenck 4a,35.81866,-78.72444,20.97291667,0,0,0,0,0,0,0,0,0,0,7,0,1,0,0,0,9,0,0,3,0,13,0,0,0,0,1,492,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0
Schenck 4b,35.819,-78.72413,20.96736111,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,1,2,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Schenck 4c,35.81946,-78.72343,20.96180556,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0
Schenck 5a,35.81828,-78.72338,19.10208333,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,31,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0
Schenck 5b,35.81841,-78.72367,19.09722222,0,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,12,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,18,0,0,0
Schenck 5c,35.81877,-78.72282,19.09236111,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,2,5,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0
Schenck 6b,35.82042,-78.72716,24.93958333,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,13,0,0,0
Schenck 6c,35.82113,-78.72695,24.91527778,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,31,0,0,0
Schenck 7a,35.82003,-78.72653,21.00138889,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,8,0,0,0,0,15,0,0,0,0,0,352,0,15,0,0,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0
Schenck 7c,35.82088,-78.72597,21.00138889,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,16,0,0,0,0,3,0,0,13,0,0,2,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,2,47,0,0,0
Schenck 8b,35.82031,-78.7282,20.91875,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0
Schenck 8c,35.82104,-78.72807,10.05902778,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0
Schenck 9a,35.81969,-78.73075,24.99097222,0,0,0,0,0,1,0,0,0,0,4,0,1,0,0,0,9,2,0,0,0,10,0,0,0,0,2,403,0,3,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,13,9,0,0,0
Schenck 9b,35.82018,-78.73101,24.9875,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,3,0,3,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,16,10,0,0,0
Schenck 9c,35.82086,-78.73074,24.97361111,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,0,33,0,0,0,0,1,4,0,2,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,27,0,0,0
Senseny 2,39.16708,-78.10023,9.169444444,0,0,0,0,0,0,0,0,0,0,1,0,0,0,8,0,0,0,0,1,0,10,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0
Shenandoah 11A,38.74981,-78.27571,20.99513889,0,7,0,0,0,0,0,1,1,0,13,0,2,0,0,0,11,0,0,0,0,0,0,0,0,0,0,147,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0
Shenandoah 11B,38.74994,-78.27597,20.975,0,10,0,0,0,0,0,0,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0
Shenandoah 11C,38.75006,-78.27785,20.92569444,0,14,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,15,0,0,0
Shenandoah 12A,38.74465,-78.26952,20.92847222,0,24,0,0,0,0,0,1,2,0,5,0,1,0,0,0,25,0,0,0,0,1,0,0,0,0,0,271,0,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6,0,19,0,0,0
Shenandoah 12B,38.74447,-78.26961,20.92708333,0,5,0,0,0,0,0,1,1,0,4,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0
Shenandoah 12C,38.7439,-78.27086,20.91041667,0,13,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0
Shenandoah 13A,38.74221,-78.26897,20.99166667,0,12,0,0,0,2,0,2,0,0,5,0,3,0,0,0,30,1,0,0,0,0,0,0,0,0,0,471,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,2,0,0,0
Shenandoah 13B,38.74185,-78.2689,20.97083333,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Shenandoah 13C,38.74044,-78.26826,21.00138889,0,9,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Shenandoah 14A,38.74092,-78.27151,14.77569444,0,4,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Shenandoah 15C,38.7365,-78.27383,20.88472222,0,6,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,8,0,0,0,5,0,0,0
Shenandoah 16A,38.75978,-78.28905,20.59097222,0,1,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0
Shenandoah 16B,38.75956,-78.28967,6.709722222,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0
Shenandoah 16C,38.75879,-78.29117,22.99791667,0,1,0,0,0,0,0,1,1,0,2,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0
Shenandoah 18A,38.76633,-78.28864,14.88472222,0,3,0,0,0,0,0,2,1,0,2,0,1,0,0,0,26,0,0,0,0,0,0,0,0,0,0,608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0
Shenandoah 18C,38.76715,-78.2907,22.89027778,0,10,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,4,0,0,0,0,0,0,0,1,0,0,4,0,0,0,0,0,0,0,2,2,0,0,0,0,21,0,0,0,0,1,3,0,0,0
Shenandoah 19A,38.78639,-78.28696,14.96875,0,9,0,0,0,0,0,0,1,0,1,0,1,0,0,0,41,0,0,0,0,0,0,0,0,0,0,689,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
Shenandoah 19B,38.76838,-78.28642,20.96041667,0,6,0,0,0,0,0,1,1,0,2,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,2,3,0,0,0
Shenandoah 19C,38.76788,-78.28472,20.93958333,0,4,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0
Shenandoah 20A,38.77029,-78.28796,10.11805556,0,2,0,0,0,0,0,1,1,0,1,0,1,0,0,0,46,0,0,0,0,0,0,0,0,0,0,682,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0
Shenandoah 20B,38.77062,-78.28756,20.00486111,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0
Shenandoah 20C,38.77134,-78.28611,3.177777778,0,5,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Shenandoah 21A,38.77249,-78.29438,26.99722222,0,5,0,0,0,0,0,0,1,0,11,0,0,0,0,0,37,6,0,0,0,0,0,0,0,0,0,837,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0
Shenandoah 21B,38.77189,-78.29401,20.80069444,0,10,0,0,0,0,0,1,1,0,3,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,1,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
Shenandoah 21C,38.77127,-78.29256,19.86736111,0,18,0,0,0,0,0,2,1,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,4,0,0,0,2,0,0,0
Shenandoah 23A,38.76918,-78.30111,26.90277778,0,9,0,0,0,0,0,2,1,0,13,0,6,0,0,0,5,0,0,0,0,5,1,0,0,0,0,80,0,2,0,0,13,0,0,0,0,2,0,0,2,0,0,0,0,0,4,0,6,0,0,7,7,0,0,0
Shenandoah 23B,38.76894,-78.30051,9.624305556,0,9,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0
Shenandoah 23C,38.7681,-78.29914,13.10138889,0,10,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
Shenandoah 25A,38.7575,-78.30412,20.86319444,0,9,0,0,0,0,0,3,1,0,8,0,3,0,0,0,30,0,1,0,0,2,0,0,0,0,0,438,0,7,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,60,0,2,0,0,1,7,0,0,0
Shenandoah 25B,38.75799,-78.30447,4.709722222,0,4,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0
Shenandoah 25C,38.75903,-78.30557,20.84652778,0,8,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,23,0,0,0,0,0,2,0,0,0
Shenandoah 26A,38.75585,-78.30546,22.02708333,0,0,0,0,0,0,0,7,1,0,4,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,109,0,11,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5,0,0,0,0,2,6,0,0,0
Shenandoah 26C,38.75614,-78.30711,22.00833333,0,2,0,0,0,0,0,1,1,0,4,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,114,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,5,0,1,0,0,0,0,0,0,0
Shenandoah 29A,38.71652,-78.3113,43.99791667,0,0,0,0,0,0,0,5,0,0,6,0,0,0,0,0,15,0,0,0,0,20,0,0,0,0,0,197,0,3,0,0,4,3,0,0,0,1,0,0,2,0,0,0,0,0,0,0,2,0,0,0,19,0,1,0
Shenandoah 29B,38.71379,-78.30517,43.99861111,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,63,0,0,0,0,0,0,0,0,0,0,8,1,0,0,0,0,91,0,5,0,0,0,1,0,0,0
Shenandoah 29C,38.71638,-78.31123,44.00625,0,1,0,0,0,0,0,1,1,0,2,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0
Shenandoah 31A,38.71374,-78.30502,20.91944444,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0
Shenandoah 31B,38.71379,-78.31123,20.94722222,0,3,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,25,0,3,0,0,0,0,0,0,0
Shenandoah 31C,38.71391,-78.30553,20.95486111,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0
Shenandoah 33A,38.70922,-78.30126,20.82222222,0,4,0,0,0,0,0,1,1,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,95,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,2,0,0,0
Shenandoah 33B,38.70903,-78.30124,20.83055556,0,3,0,0,0,0,0,1,1,0,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
Shenandoah 33C,38.7095,-78.30141,19.10902778,0,3,0,0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,1,1,0,0,0
Shenandoah 34A,38.70801,-78.29528,22.85,0,2,0,0,0,0,0,0,1,0,14,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,156,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Shenandoah 34B,38.70792,-78.29552,42.875,0,5,0,0,0,0,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0
Shenandoah 34C,38.70781,-78.2962,41.12361111,0,8,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,1,0,2,4,0,0,0
Shenandoah 40A,38.7456,-78.277,21.03958333,0,6,0,0,0,0,0,6,1,0,4,0,1,0,0,0,8,0,0,1,0,5,0,0,0,0,0,195,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,4,0,0,0
Shenandoah 40B,38.7453,-78.27685,21.01319444,0,3,0,0,0,0,0,2,1,0,3,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0
Shenandoah 40C,38.74405,-78.27617,20.98680556,0,2,0,0,0,0,0,3,1,0,2,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Shenandoah 42A,38.74169,-78.28538,20.94375,0,8,0,0,0,0,0,5,1,0,3,0,0,0,0,0,11,0,3,0,0,12,0,0,0,0,0,219,0,3,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,9,0,0,0,1,0,0,0
Shenandoah 42B,38.74141,-78.28498,20.92152778,0,0,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
Shenandoah 42C,38.74081,-78.28339,20.88958333,0,5,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
Shenandoah 43A,38.74858,-78.28695,23.01458333,0,0,0,0,0,0,0,1,1,0,3,0,0,0,0,0,26,0,0,0,0,3,0,0,0,0,0,333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Shenandoah 43B,38.74888,-78.28654,8.159722222,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Shenandoah 43C,38.74928,-78.28481,22.93611111,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0
Shenandoah 44A,38.74455,-78.28854,23.93402778,0,6,0,0,0,0,0,1,1,0,5,0,0,0,0,0,5,0,0,0,0,11,0,0,0,0,0,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Shenandoah 44B,38.74421,-78.28899,23.91388889,0,6,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Shenandoah 44C,38.74358,-78.29056,14.17291667,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Shenandoah 5A,38.75508,-78.26518,3.986805556,0,0,0,0,0,0,0,0,1,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Shenandoah 5B,38.75492,-78.2651,22.82013889,0,6,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
Shenandoah 5C,38.754,-78.26337,22.83402778,0,2,0,0,0,0,0,0,0,0,5,0,1,0,0,0,17,0,0,0,0,0,0,0,0,0,0,286,0,125,0,0,5,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,15,0,0,0,0,0
Shenandoah 6A,38.75266,-78.26642,1.454861111,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Shenandoah 6C,38.75306,-78.26853,3.305555556,0,0,0,0,0,0,0,0,2,0,3,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Shenandoah 7B,38.7503,-78.26947,2.116666667,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Shenandoah National Park Lg 11,38.6764,-78.30048,21,0,2,0,0,0,0,0,1,1,0,3,0,1,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6,0,2,0
Shenandoah National Park Lg 12,38.67134,-78.2838,20.73888889,0,6,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0
Shenandoah National Park Lg 13,38.69744,-78.35831,21.99375,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Shenandoah National Park Lg 14,38.71893,-78.31106,20.91388889,0,21,0,0,0,0,0,0,1,0,1,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Shenandoah National Park Lg 6,38.514,-78.38251,22.7625,0,14,0,0,0,0,0,0,3,0,4,0,0,0,0,0,4,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
Shenandoah National Park Lg 7,38.52435,-78.38015,21.10972222,0,10,0,0,0,0,0,0,1,0,3,0,2,0,0,0,2,0,1,0,0,2,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,2,0,1,0,0,1,4,0,0,0
Shenandoah National Park Sm 43,38.70611,-78.33073,19.90277778,0,2,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0
Shenandoah National Park Sm 44,38.66817,-78.29007,19.96805556,0,4,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0
Shenandoah National Park Sm 45,38.66443,-78.29842,27.95416667,0,15,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Shenandoah National Park Sm 46,38.51385,-78.37144,21.93611111,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Shenandoah National Park Sm 47,38.51079,-78.38774,19.95069444,0,2,0,0,0,0,0,0,1,0,2,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0
Silver Lake Park Lg 100,38.84981,-77.66491,20.98611111,0,0,0,0,0,0,0,0,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,13,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,4,0,0,0
Silver Lake Park Sm 120,38.83919,-77.66749,20.77430556,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,53,0,0,1
South Mountains Gameland 1 50m off,35.57124,-81.70923,20.90902778,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
South Mountains Gameland 1 on trail,35.57144,-81.7094,20.87152778,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
South Mountains Gameland 10 200m off,35.55336,-81.72259,27.775,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,56,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0
